26	59.9114329	10.7761904
41	59.9141252	10.751824
27	59.9315302	10.762169
28	59.9156603	10.7622812
29	59.9152819	10.7696199
31	59.915667	10.7775665
30	59.9034528	10.777958
32	59.9230577	10.7717192
33	59.922337	10.7617503
34	59.9256113	10.760926
42	59.929634	10.732839
35	59.92549	10.731288
36	59.915484	10.7510765
37	59.9309025	10.735838
38	59.916536	10.749162
39	59.9031036	10.7673282
44	59.923703	10.740542
43	59.916536	10.749162
40	59.913032	10.746681
45	59.920995	10.750358
46	59.932454	10.721769
47	59.935342	10.726472
48	59.912594	10.725161
50	59.929045	10.716926
51	59.907674	10.686843
52	59.9261831	10.7098327
53	59.920218	10.717978
54	59.922485	10.720896
55	59.929853	10.711515
56	59.930596	10.714778
57	59.919001	10.692321
58	59.928058	10.751397
59	59.9121109	10.7661939
60	59.934936	10.749466
61	59.926697	10.716195
62	59.914145	10.715505
63	59.921673	10.67666
64	59.919111	10.736179
65	59.910242	10.73857
66	59.912185	10.754506
67	59.911901	10.749929
68	59.913532	10.757334
69	59.9156119	10.7409069
70	59.910924	10.736215
71	59.912822	10.751128
72	59.910178	10.751674
73	59.903989	10.740627
74	59.920259	10.760629
75	59.911124	10.72995
76	59.924821	10.739909
77	59.9136625	10.757378
80	59.908255	10.78
81	59.914943	10.773977
82	59.904473	10.786167
83	59.925265	10.750462
84	59.923229	10.766171
85	59.9232266	10.7928824
86	59.932792	10.734457
87	59.919463	10.743829
88	59.929771	10.743524
89	59.9205528	10.7342854
90	59.9268706	10.7384634
91	59.932383	10.741475
92	59.920852	10.733357
93	59.937913	10.73048
94	59.927596	10.710033
95	59.912742	10.710136
96	59.9103558	10.7051061
97	59.919524	10.70884
98	59.917202	10.708339
99	59.915424	10.714577
100	59.921768	10.730476
101	59.909467	10.722509
102	59.92033	10.683814
103	59.9137965	10.7358023
104	59.913499	10.72656
105	59.914002	10.732869
106	59.946695	10.773871
107	59.94034	10.766079
108	59.939244	10.774319
109	59.9147672	10.740971
110	59.927292	10.773185
137	59.910178	10.751674
111	59.933727	10.769094
138	59.903989	10.740627
112	59.93507	10.76915
113	59.92507	10.775996
114	59.922425	10.758182
115	59.924342	10.79285
116	59.916012	10.751655
117	59.929545	10.7489862
118	59.931828	10.748745
119	59.9281319	10.71842
120	59.949239	10.768576
121	59.9132248	10.7499549
122	59.926929	10.776971
123	59.919927	10.735428
124	59.9193337	10.6968953
125	59.9178731	10.6880434
126	59.910331	10.75011
127	59.908576	10.786856
128	59.908227	10.781088
129	59.919252	10.774712
130	59.94375	10.7603062
131	59.9153424	10.7485005
132	59.9244031	10.7130691
133	59.9298498	10.7128992
134	59.935861	10.681138
135	59.9198098	10.651118
145	59.916798	10.758138
176	0	1
177	59.937743	10.751648
178	59.91412	10.749223
146	59.920335	10.760804
148	59.922777	10.738655
147	59.929542	10.781053
149	59.92714	10.730981
150	59.9358883	10.7350062
139	59.92808	10.708767
141	59.914586	10.735453
151	59.898126	10.675096
152	59.924732	10.724628
153	59.914306	10.720202
154	59.908454	10.741869
142	59.917866	10.754898
155	59.909006	10.75618
156	59.912562	10.750882
157	59.920073	10.769035
143	59.928773	10.767557
158	59.9378	okt.41
164	59.91252	10.76224
159	59.925488	10.746058
160	59.928349	10.77837
161	59.915451	10.758328
179	59.952868	10.766483
163	59.905037	10.753698
162	59.92251	10.75101
165	59.92852	10.76047
170	59.922839	10.775658
166	59.9071	10.77921
169	59.913336	10.737663
167	59.93923	10.75917
168	59.92208	10.68588
144	59.9289528	10.7671925
171	59.9311166	10.7910218
172	59.918632	10.757867
173	59.929419	10.726195
174	59.940398	10.730036
175	59.907967	10.762621
180	59.9379399	10.7195985
181	59.9390363	10.7229302
182	59.9154413	10.7485819
186	59.9424323	10.723903
187	59.940953	10.720862
188	59.9424323	10.723903
189	59.9132014	10.7349676
193	59.9360307	10.7364516
194	59.914297	10.788001
195	59.919179	10.764162
196	59.9276408	10.7992011
197	59.9273747	10.7960147
198	59.9274634	10.7657433
199	59.9172794	10.7581553
200	59.9210974	10.771215
201	59.935995	10.765413
202	59.93215	10.723478
203	59.915088	10.7222803
204	59.907375	10.69528
205	59.9297	10.714813
206	59.917485	10.732128
207	59.9363277	10.7054333
208	59.935947	10.681138
209	59.912918	10.732121
210	59.912711	10.735595
211	59.9119643	10.7453397
212	59.909238	10.814199
213	59.915182	10.782129
214	59.9123469	10.7638147
215	59.9115945	10.7617736
216	59.9433939	10.7482848
217	59.937205	10.7605813
218	59.9262242	10.7296246
219	59.9246852	10.7395045
220	59.9186359	10.7523939
221	59.9102277	10.7208788
222	59.9185405	10.7039116
223	59.9330951	10.7040189
224	59.9108603	10.7231095
225	59.9200421	10.726634
226	59.915262	10.7253157
227	59.9534114	10.7577241
228	59.913245	10.743669
229	59.9112227	10.7481976
230	59.9179859	10.7385805
231	59.9138973	10.7423101
233	59.913832	10.7457018
234	59.9147887	10.7537068
235	59.9139786	10.7474667
236	59.9327726	10.7114661
241	59.9123341	10.752292
242	59.9080552	10.7479977
244	59.9261462	10.7310355
245	59.9119691	10.7478583
