50400.80210642972, 159, -1.0
50402.780515424034, 36, -1.0
50404.29862997841, 84, -1.0
50404.48678964773, 41, -1.0
50405.1203535468, 35, -1.0
50405.3533818107, 71, 1.0
50405.470082148524, 126, 1.0
50405.71484833441, 153, -1.0
50406.658551835964, 146, 1.0
50409.99194888728, 69, -1.0
50410.31392640268, 182, -1.0
50410.53795221877, 57, 1.0
50410.7767365311, 155, 1.0
50411.16886088826, 146, 1.0
50412.355394310216, 165, -1.0
50413.347096545986, 41, -1.0
50414.71111044393, 68, -1.0
50414.996803362745, 177, 1.0
50416.277347689254, 67, 1.0
50416.286080893486, 147, 1.0
50417.268558195945, 148, 1.0
50417.72124908868, 93, -1.0
50418.936564621334, 50, -1.0
50421.65411819155, 158, -1.0
50423.88400713292, 111, -1.0
50425.96421859271, 104, 1.0
50427.33009766495, 41, -1.0
50428.78821831904, 120, 1.0
50429.10491771683, 36, 1.0
50429.14985659446, 142, -1.0
50429.43088566925, 111, -1.0
50430.60935381125, 235, -1.0
50431.422663483725, 154, -1.0
50434.766695816485, 59, 1.0
50434.88736202683, 95, 1.0
50435.46284430564, 45, 1.0
50437.25944340437, 160, 1.0
50437.43617191355, 108, -1.0
50439.94148311032, 159, -1.0
50441.12601910705, 70, 1.0
50442.854195837914, 128, -1.0
50443.26524597299, 114, -1.0
50444.20661570366, 123, 1.0
50445.42494713194, 152, -1.0
50445.62362727655, 146, 1.0
50446.12465840804, 41, -1.0
50451.62649029745, 146, 1.0
50452.971702389135, 34, 1.0
50453.395258399614, 39, 1.0
50453.5233285813, 210, -1.0
50454.225400840114, 169, -1.0
50454.74991100807, 148, 1.0
50455.748915721844, 112, -1.0
50456.22502538961, 97, 1.0
50457.59540459116, 75, -1.0
50457.91789496249, 163, -1.0
50459.48387490518, 126, -1.0
50460.47603403989, 198, -1.0
50461.368151354654, 58, 1.0
50464.130882774596, 100, -1.0
50465.37499527518, 67, -1.0
50470.1257667016, 114, 1.0
50470.71790428404, 100, -1.0
50473.877275110324, 130, -1.0
50474.23619238846, 101, 1.0
50474.38751238655, 33, 1.0
50474.55075943433, 53, -1.0
50475.578114543045, 104, 1.0
50477.46856711772, 97, -1.0
50477.59598707034, 71, -1.0
50478.56485146379, 142, 1.0
50478.82915088018, 87, -1.0
50478.92398495451, 110, -1.0
50481.289220456594, 114, 1.0
50481.87168279732, 116, -1.0
50484.69620202509, 162, 1.0
50485.091921107065, 42, -1.0
50486.33952198175, 44, -1.0
50489.37648510411, 152, -1.0
50489.89367926778, 114, 1.0
50490.65932631341, 34, 1.0
50493.3820757503, 166, 1.0
50493.6243956173, 89, -1.0
50494.75019933532, 59, 1.0
50495.02961427823, 234, -1.0
50495.57180445709, 53, 1.0
50497.62384192015, 35, -1.0
50497.95739286565, 45, -1.0
50499.386238132574, 182, -1.0
50499.871220452624, 138, -1.0
50500.111155958795, 83, 1.0
50501.728737035155, 165, -1.0
50503.37688490847, 164, 1.0
50504.17225224536, 53, 1.0
50504.178125329025, 100, -1.0
50504.19558497908, 71, 1.0
50504.515189276746, 80, 1.0
50505.44390262234, 146, 1.0
50505.63677376956, 116, -1.0
50505.8166653014, 116, 1.0
50507.670420718, 31, -1.0
50508.30831119113, 74, -1.0
50508.46912236745, 128, -1.0
50508.63463039067, 114, 1.0
50509.41126845897, 119, -1.0
50510.6496274611, 106, -1.0
50513.839411127046, 141, -1.0
50514.14423973902, 164, 1.0
50514.31040390226, 34, -1.0
50515.20155242043, 157, -1.0
50515.33984028482, 126, 1.0
50515.56441601063, 36, 1.0
50515.67745482898, 113, -1.0
50515.790938644655, 155, -1.0
50516.359941382245, 114, 1.0
50516.712615469085, 105, -1.0
50517.202647487706, 103, 1.0
50518.34741673214, 33, -1.0
50522.93476203824, 123, 1.0
50524.1600214409, 171, -1.0
50525.42248240789, 162, 1.0
50526.85542946748, 100, -1.0
50527.32311765152, 81, 1.0
50528.07979642837, 198, -1.0
50528.357132936035, 75, -1.0
50528.83813795905, 100, -1.0
50530.22605823979, 57, -1.0
50530.968386804176, 114, -1.0
50531.55262521765, 114, 1.0
50531.97625858548, 103, -1.0
50532.182251733226, 101, 1.0
50532.43407616094, 58, -1.0
