25202.722686802168, 152, -1.0
25202.790514414966, 101, -1.0
25204.20359730644, 75, 1.0
25204.425550276537, 103, 1.0
25205.75442948363, 154, 1.0
25206.526635088918, 75, 1.0
25207.456695864596, 152, -1.0
25207.464007778424, 103, 1.0
25208.16443628785, 152, -1.0
25208.590657946246, 35, -1.0
25209.2088385604, 35, -1.0
25209.73440608988, 75, 1.0
25211.419266082383, 101, -1.0
25211.922375975224, 75, 1.0
25213.002437136445, 154, -1.0
25213.959545941238, 103, 1.0
25214.398248393783, 35, -1.0
25215.97939862056, 103, 1.0
25216.453392610696, 152, -1.0
25216.711157440473, 154, 1.0
25218.24778421335, 101, 1.0
25220.02613129621, 148, -1.0
25220.32395851481, 152, -1.0
25220.61639396725, 154, 1.0
25221.002861024954, 148, -1.0
25222.878145012666, 154, -1.0
25222.912090421887, 35, 1.0
25223.43886461934, 154, 1.0
25223.77763672569, 35, -1.0
25224.5422418985, 152, -1.0
25224.542400813225, 148, -1.0
25225.19055805167, 152, -1.0
25226.424933655264, 103, -1.0
25227.13684679337, 75, -1.0
25227.684238192865, 35, 1.0
25228.258119789538, 101, -1.0
25228.30144054066, 103, 1.0
25229.431410623416, 101, -1.0
25229.615857134693, 44, 1.0
25230.0834047015, 103, -1.0
25230.215838200354, 75, -1.0
25231.326561731716, 154, -1.0
25232.55128195905, 154, 1.0
25233.685202645327, 35, 1.0
25234.10386467735, 154, -1.0
25235.05106312758, 103, 1.0
25236.136661229517, 101, 1.0
25237.57431957154, 101, -1.0
25237.982857481104, 103, 1.0
25238.259825884244, 35, -1.0
25238.576256311637, 75, 1.0
25238.961272389643, 103, 1.0
25239.749163571934, 75, 1.0
25239.8887734977, 148, -1.0
25240.190147663503, 35, -1.0
25240.92963538302, 103, -1.0
25241.04994701809, 75, 1.0
25241.49934168846, 101, -1.0
25241.688598280685, 101, 1.0
25242.0357994342, 101, -1.0
25243.22649263979, 101, 1.0
25243.338263717906, 75, 1.0
25245.200375768924, 44, -1.0
25245.67883641222, 101, 1.0
25245.966945003318, 154, 1.0
25246.45881458095, 152, 1.0
25248.34148456466, 148, -1.0
25248.819476551675, 101, 1.0
25249.95624843447, 101, 1.0
25250.119222133217, 35, -1.0
25250.223645379345, 75, 1.0
25253.712057476714, 103, 1.0
25253.942227020045, 75, 1.0
25254.192902601157, 75, 1.0
25255.563953373035, 103, 1.0
25256.040088192414, 101, -1.0
25256.737165730126, 152, -1.0
25256.970847119963, 75, -1.0
25258.070358405395, 75, 1.0
25258.619369897046, 35, -1.0
25259.773559361383, 75, 1.0
25260.43400891264, 103, 1.0
25260.610983182636, 154, 1.0
25262.150201457447, 101, 1.0
25262.458695630165, 103, 1.0
25262.6300597222, 152, -1.0
25264.167631280412, 103, 1.0
25265.874571360386, 75, 1.0
25266.362737079904, 101, -1.0
25266.686111535222, 154, -1.0
25267.732749764345, 101, 1.0
25268.22721237738, 101, 1.0
25268.498289596944, 75, 1.0
25269.51157588802, 44, -1.0
25271.78580345379, 44, -1.0
25272.655302977037, 101, -1.0
25273.13245754327, 35, -1.0
25273.472807258164, 101, 1.0
25273.7603991762, 101, 1.0
25274.758805280304, 101, 1.0
25275.66571881464, 103, 1.0
25276.70101287534, 103, 1.0
25277.419411950585, 154, 1.0
25278.16194120182, 101, 1.0
25278.301609644102, 154, 1.0
25278.936170470453, 44, -1.0
25280.864850204456, 75, 1.0
25282.3656557578, 35, 1.0
25283.122193588253, 75, -1.0
25283.47377942076, 154, 1.0
25283.476589785427, 154, 1.0
25283.71521622866, 148, -1.0
25284.210968327927, 103, 1.0
25284.35768660237, 35, -1.0
25284.953667473317, 75, 1.0
25285.996501015725, 101, 1.0
25286.819168862796, 35, -1.0
25286.948257604985, 101, 1.0
25287.19576396949, 35, 1.0
25287.440747568333, 152, -1.0
25289.206998171787, 154, -1.0
25289.572363785897, 44, -1.0
